Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Contido,Quantidade Produção - Minério ROM (t),Quantidade Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2012.0,MS,Não-Metálicos,Calcário,-,"2683496,190000",",000000000000000",,"78433,529999999999","1814175,6200000001",",000000",",000000",",000000",",000000"
2012.0,MS,Não-Metálicos,Areia,-,"3056299,650000",",000000000000000",,"2130459,0700000008","23502520,479999997",",000000",",000000","2187,760000","20420,000000"
2012.0,MS,Não-Metálicos,Argilas,-,"405445,620000",",000000000000000",,"125301,34","1100877,73",",000000",",000000","14105,000000","95609,000000"
2012.0,MT,Metálicos,Zinco,t,",000000",",000000000000000",Zn,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Metálicos,Estanho,kg,"76068,000000","59146,920000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Calcário,-,"8976845,165000",",000000000000000",,"37578,559999999998","2006474,52",",000000",",000000","43040,740000","43040,740000"
2012.0,MT,Não-Metálicos,Talco e outras Cargas Minerais,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Argilas,-,"701400,320000",",000000000000000",,"36875,550000001043",967488,"6093,370000","306597,400000","431283,170000","3931864,250000"
2012.0,MT,Metálicos,Manganês,t,"6102,500000","2323,000000000000000",Mn,"6102,5",288773,",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Areia,-,"1172305,690000",",000000000000000",,"997509,93000000017","16245030,899999997",",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Areias Industriais,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Metálicos,Ouro,kg,"22221315,380000","4972,647460000000000",Au,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,"1920,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"4136543,685000",",000000000000000",,"390123,67000000004","6064015,4399999995","370848,100000","973390,800000","660,000000","570400,000000"
2012.0,MT,Gemas e Diamantes,Diamante,ct,"80177,000000","44316,040000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,MT,Não-Metálicos,Dolomito e Magnesita,-,"627650,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Saibro,-,"105147,000000",",000000000000000",,105147,"452973,81",",000000",",000000",",000000",",000000"
2012.0,PA,Metálicos,Cobre,t,"20567094,000000","163222,100000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Areias Industriais,-,"28734,140000",",000000000000000",,550,33000,",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1905050,560000",",000000000000000",,"307014,52999999997","4144944,4900000002",",000000",",000000","56774,320000","72697,340000"
2012.0,PA,Gemas e Diamantes,Gemas,kg,"315,680000","252531,200000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Areia,-,"865282,500000",",000000000000000",,"773036,80000000005","4814334,6599999992","27529,600000",",120000","63356,600000","482245,250000"
2012.0,PA,Metálicos,Alumínio (Bauxita),t,"42605656,920000","20163752,120000000000000",Al2O3,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Caulim,-,"4965475,940000",",000000000000000",,"203095,29000000001","8111625,9000000004",",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Calcário,-,"1535566,260000",",000000000000000",,"1455010,97","41891341,780000001",",000000",",000000",",000000",",000000"
2012.0,PA,Metálicos,Ferro,t,"117923564,090000","76228146,110000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Metálicos,Níquel,t,"1974770,000000","36928,190000000000000",Ni,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Metálicos,Manganês,t,"2910060,970000","1018514,090000000000000",Mn,145,94500,",000000",",000000",",000000",",000000"
2012.0,PA,Metálicos,Tungstênio,t,"309278,840000","126,130000000000000",WO3,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Metálicos,Ouro,kg,"20803253,000000","7155,978110000000000",Au,0,0,",000000",",000000",",000000",",000000"
2012.0,PA,Não-Metálicos,Argilas,-,"901174,620000",",000000000000000",,"354325,85000000003","6018067,8199999994",",000000","325128,570000","544004,770000","3390352,120000"
2012.0,PA,Metálicos,Estanho,kg,"2927835,100000","2722297,500000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Mica,-,"360,500000",",000000000000000",,"360,5","174481,51999999999",",000000",",000000","360,500000","101420,860000"
2012.0,PB,Não-Metálicos,Argilas,-,"1261531,610000",",000000000000000",,"650186,09999999998","9180494,7399999984",",000000",",000000","64850,730000","527471,610000"
2012.0,PB,Não-Metálicos,Areias Industriais,-,"12914475,440000",",000000000000000",,"15527,1","244420,07000000001",",000000",",000000","76993,610000","551441,510000"
2012.0,PB,Metálicos,Zircônio,t,"12774356,000000","12778,080000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Dolomito e Magnesita,-,"5240,320000",",000000000000000",,"5240,3199999999997","290266,5",",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Areia,-,"1196732,850000",",000000000000000",,"1177562,8499999999","5987943,4800000004",",000000",",000000","6720,000000","48300,000000"
2012.0,PB,Metálicos,Tântalo,t,"400,000000",",400000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Vermiculita e Perlita,t,"6778,000000","1000,000000000000000",,6778,6778,",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Rochas Ornamentais,-,"15353,310000",",000000000000000",,"14884,280000000001","4663144,6399999997","2017,000000",",110000","79,940000","11547,510000"
2012.0,PB,Não-Metálicos,Rochas Ornamentais - Outras,-,"64734,450000",",000000000000000",,"64734,449999999997",178535,",000000",",000000",",000000",",000000"
2012.0,PB,Metálicos,Titânio,t,"287805,580000","67608,760000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Saibro,-,"70076,000000",",000000000000000",,63876,18430,",000000",",000000","6200,000000","44580,500000"
2012.0,PB,Não-Metálicos,Cianita e outros minerais refratários,-,"1297,360000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Calcário,-,"2773987,340000",",000000000000000",,"52956,959999999999","705735,84999999998",",000000",",000000","11953,300000","1214462,450000"
2012.0,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"947460,550000",",000000000000000",,"350,01999999999998","5053,9200000000001",",000000",",000000","470,000000","4800,010000"
2012.0,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"85943,730000",",000000000000000",,"27775,650000000001","1076788,54",",000000",",000000",",000000",",000000"
2012.0,PB,Não-Metálicos,Caulim,-,"1178,000000",",000000000000000",,1178,"175362,17999999999",",000000",",000000",",000000",",000000"
2012.0,PE,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Areia,-,"874420,120000",",000000000000000",,"853489,12","7575317,2699999996","15000,000000","42000,000000","5931,000000","34300,000000"
2012.0,PE,Não-Metálicos,Argilas,-,"1583532,430000",",000000000000000",,"1015120,4199999999","7440803,3700000001","36508,000000","109524,000000","56637,600000","183684,500000"
2012.0,PE,Metálicos,Titânio,t,",000000",",000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Areias Industriais,-,"176312,170000",",000000000000000",,"18187,040000000001","111878,75999999999",",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Dolomito e Magnesita,-,"658,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Fosfato,t,",000000",",000000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Caulim,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"8401982,490000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Rochas Ornamentais,-,"21871,000000",",000000000000000",,"15057,1","6792204,0200000005",",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Saibro,-,"265957,000000",",000000000000000",,"59867,800000000003","226584,91000000003",",000000",",000000","206089,200000","1267787,500000"
2012.0,PE,Não-Metálicos,Calcário,-,"777626,860000",",000000000000000",,"602806,07999999996","17790458,57",",000000",",000000","39474,680000","290007,980000"
2012.0,PE,Não-Metálicos,Vermiculita e Perlita,t,"2504,000000","876,400000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"600,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PE,Não-Metálicos,Gipsita,-,"3401809,510000",",000000000000000",,"2069641,1400000001","42983894,799999997",",000000",",000000","22192,900000","381434,940000"
2012.0,PI,Não-Metálicos,Saibro,-,"80935,180000",",000000000000000",,"84128,080000000016","1165724,6400000001",",000000",",000000",",000000",",000000"
2012.0,PI,Gemas e Diamantes,Gemas,kg,"5335,000000","16,600000000000000",,"387,14999999999998",24000,",000000",",000000",",000000",",000000"
2012.0,PI,Não-Metálicos,Argilas,-,"363577,800000",",000000000000000",,"135445,63","2839200,5800000001","115997,560000","1213583,790000","127592,680000","1701351,420000"
2012.0,PI,Não-Metálicos,Calcário,-,"1170408,650000",",000000000000000",,758456,"9512468,5","30474,000000","1642390,000000",",000000",",000000"
2012.0,PI,Não-Metálicos,Areia,-,"319323,290000",",000000000000000",,"281630,16000000003","2673259,3699999996","972,000000","5832,000000","1445,930000","17906,940000"
2012.0,PI,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"801237,830000",",000000000000000",,"44774,599999999999","1346163,74","34587,260000","1471697,640000","144422,400000","288844,800000"
2012.0,PI,Não-Metálicos,Rochas Ornamentais,-,"10100,220000",",000000000000000",,"1283,95","287264,41000000003",",000000",",000000","8439,900000","382638,270000"
2012.0,PR,Não-Metálicos,Fluorita e Criolita,t,"37293,860000","16756,130000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Calcário,-,"12536250,792000",",000000000000000",,"1444458,3300000001","9611132,6099999994",",000000",",000000","238550,350000","3801426,250000"
2012.0,PR,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"13503341,623000",",000000000000000",,"224314,42499999999","1417378,4500000002","466979,830000","4603623,680000","79518,800000","750151,600000"
2012.0,PR,Não-Metálicos,Bário,t,",000000",",000000000000000",BaSO4,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Rochas Ornamentais,-,"9339,880000",",000000000000000",,1970,"176253,04000000001",",000000",",000000","6076,480000","1181975,900000"
2012.0,PR,Metálicos,Chumbo,t,",000000",",000000000000000",Pb,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Gemas e Diamantes,Gemas,kg,"13759,500000","1065210,000000000000000",,0,0,",000000",",000000","13759,500000","196766,800000"
2012.0,PR,Não-Metálicos,Areias Industriais,-,"21409,280000",",000000000000000",,"10290,529999999999","206717,44999999998",",000000",",000000","4780,410000","26113,320000"
2012.0,PR,Não-Metálicos,Argilas,-,"1442901,280000",",000000000000000",,"330125,37999999971","5447055,5799999982","138056,190000","593297,600000","928663,040000","5744087,600000"
2012.0,PR,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"117609,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Dolomito e Magnesita,-,"3695402,090000",",000000000000000",,"1580653,6799999999","4127669,1499999999","1400915,000000","3537450,890000","130933,130000","638929,350000"
2012.0,PR,Energéticos,Carvão Mineral,-,"315130,500000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Saibro,-,"1429828,620000",",000000000000000",,"1426138,6200000003","20478144,789999999","3693,000000","17100,000000",",000000",",000000"
2012.0,PR,Metálicos,Prata,kg,"84850,000000","89,120590000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Areia,-,"7752693,560000",",000000000000000",,"5120704,2300000014","98594404,35999997",",000000",",000000",",000000",",000000"
2012.0,PR,Metálicos,Ouro,kg,"84950,000000","468,345590000000000",Au,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Caulim,-,"99739,190000",",000000000000000",,"81552,380000000005","4090514,8999999999",",000000",",000000","18136,400000","320267,080000"
2012.0,PR,Metálicos,Zinco,t,",000000",",000000000000000",Zn,0,0,",000000",",000000",",000000",",000000"
2012.0,PR,Não-Metálicos,Talco e outras Cargas Minerais,-,"716460,450000",",000000000000000",,"373036,50999999995","12960742,109999999",",000000",",000000","288712,530000","633123,140000"
2012.0,PR,Não-Metálicos,Rochas Ornamentais - Outras,-,"92429,245000",",000000000000000",,"90289,244999999995","839766,54000000004",",000000",",000000","370,000000","74150,000000"
2012.0,RJ,Metálicos,Zircônio,t,"1900,000000","14,000000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Energéticos,Turfa,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Calcário,-,"3040813,640000",",000000000000000",,"162958,29999999999","1389143,4399999999",",000000",",000000","1058107,070000","10471918,130000"
2012.0,RJ,Não-Metálicos,Fluorita e Criolita,t,"41656,000000","20532,400000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Metálicos,Titânio,t,"3800,000000","68,000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Dolomito e Magnesita,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Caulim,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Rochas Ornamentais - Outras,-,"25470,180000",",000000000000000",,"25470,18","1504366,29",",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Rochas Ornamentais,-,"9735,960000",",000000000000000",,"7707,2399999999998","176539,75",",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Areia,-,"10754356,950000",",000000000000000",,"10799995,209999999","112678711,46999998","15673,150000","194997,000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"26395703,160000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Metálicos,Monazita e Terras-Raras,t,"1900,000000","4,000000000000000",ETR,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Saibro,-,"4483253,290000",",000000000000000",,"4396038,7899999991","13120513,509999998",",000000",",000000",",000000",",000000"
2012.0,RJ,Metálicos,Alumínio (Bauxita),t,",000000",",000000000000000",Al2O3,0,0,",000000",",000000",",000000",",000000"
2012.0,RJ,Não-Metálicos,Argilas,-,"1782272,440000",",000000000000000",,"1124492,6899999999","5109016,9000000013","39220,250000","95714,000000","646691,980000","2753850,680000"
2012.0,RJ,Não-Metálicos,Areias Industriais,-,"152848,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RN,Metálicos,Ferro,t,"61145,700000","34352,340000000000000",Fe,"19375,25","316078,40000000002",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"15856,850000",",000000000000000",,"9876,8500000000004","154687,03",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Minerais Industriais (Outros),t,"1,140000",",001000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RN,Metálicos,Tungstênio,t,"68221,260000","480,830000000000000",WO3,0,0,",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Diatomita,-,"317,000000",",000000000000000",,277,42765,",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Calcário,-,"609220,560000",",000000000000000",,"450971,64000000001","12666393,41",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Caulim,-,"100336,750000",",000000000000000",,"4874,2700000000004",30048,",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Argilas,-,"423520,820000",",000000000000000",,390200,2329200,"16872,000000","90360,000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Talco e outras Cargas Minerais,-,"49548,000000",",000000000000000",,49548,"911939,28000000003",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Mica,-,"160,590000",",000000000000000",,"160,59","137942,79999999999",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Saibro,-,"12000,000000",",000000000000000",,12000,72000,",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Areia,-,"123676,000000",",000000000000000",,123676,"558740,62",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Rochas Ornamentais - Outras,-,"480,650000",",000000000000000",,"480,64999999999998","234059,10000000001",",000000",",000000",",000000",",000000"
2012.0,RN,Não-Metálicos,Gipsita,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2012.0,RN,Metálicos,Tântalo,t,"1050,000000","7,500000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
