Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Contido,Quantidade Produção - Minério ROM (t),Quantidade Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2015.0,RN,Metálicos,Tântalo,t,"2170,000000","2,170000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2015.0,RN,Não-Metálicos,Caulim,-,"47305,000000",",000000000000000",,47305,718725,",000000",",000000",",000000",",000000"
2015.0,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"10182,010000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"811397,590000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,RN,Não-Metálicos,Areia,-,"177205,830000",",000000000000000",,"177205,83000000002","1114505,3300000001",",000000",",000000",",000000",",000000"
2015.0,RN,Metálicos,Ouro,kg,"2947,000000","18,248590000000000",Au,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1271436,940000",",000000000000000",,"143515,70999999999","1653683,5999999999",",000000",",000000",",000000",",000000"
2015.0,RO,Gemas e Diamantes,Gemas,kg,"115030,000000","1882,550000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Não-Metálicos,Saibro,-,"3900,000000",",000000000000000",,3900,50630,",000000",",000000",",000000",",000000"
2015.0,RO,Não-Metálicos,Rochas Ornamentais,-,"1629,370000",",000000000000000",,"1629,3699999999999","733213,80000000005",",000000",",000000",",000000",",000000"
2015.0,RO,Não-Metálicos,Argilas,-,"235290,110000",",000000000000000",,"42486,970000000001","467961,75","13866,000000","147730,000000","177457,140000","2822362,020000"
2015.0,RO,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Não-Metálicos,Areia,-,"308196,230000",",000000000000000",,"281522,12000000005","7492994,1100000013",",000000",",000000",",000000",",000000"
2015.0,RO,Metálicos,Tântalo,t,"743150,400000","10,244000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Metálicos,Estanho,kg,"8708801,880000","5251496,660000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Metálicos,Manganês,t,"85706,150000","25711,840000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Não-Metálicos,Calcário,-,"332812,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,RO,Metálicos,Nióbio,t,"1145164,850000","254,449000000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2015.0,RR,Não-Metálicos,Areia,-,"88776,910000",",000000000000000",,"87596,909999999989","1020257,1900000001",",000000",",000000","1180,000000","8260,000000"
2015.0,RR,Não-Metálicos,Argilas,-,"262019,900000",",000000000000000",,"261019,89999999999","1949827,1000000001",",000000",",000000",",000000",",000000"
2015.0,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"263033,640000",",000000000000000",,"111506,96000000001","497042,81999999995",",000000",",000000","6250,000000","64150,000000"
2015.0,RS,Não-Metálicos,Areia,-,"12103172,510000",",000000000000000",,"12078713,58","123837545,90000002","16415,200000","86812,000000","800,000000","100,000000"
2015.0,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"18494144,670000",",000000000000000",,124690,"1470313,1000000001","30325,300000","95172,780000","215384,110000","878749,750000"
2015.0,RS,Não-Metálicos,Areias Industriais,-,"11845,310000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,RS,Não-Metálicos,Saibro,-,"2795627,180000",",000000000000000",,"1835955,5300000003","15374279,530000001","111061,500000","501034,010000","840788,890000","4174388,910000"
2015.0,RS,Não-Metálicos,Rochas Ornamentais,-,"9118,390000",",000000000000000",,"8757,3899999999994","4486389,0699999994",",000000",",000000",",000000",",000000"
2015.0,RS,Não-Metálicos,Caulim,-,"286672,390000",",000000000000000",,"205021,93000000002","6574890,2700000005",",000000",",000000","34803,490000","526841,090000"
2015.0,RS,Não-Metálicos,Rochas Ornamentais - Outras,-,"629552,280000",",000000000000000",,"526089,65000000002","28600248,110000007","24,000000","2400,000000","85033,800000","405087,170000"
2015.0,RS,Não-Metálicos,Calcário,-,"4592666,130000",",000000000000000",,"722579,47999999998","7229434,7999999998",",000000",",000000",",000000",",000000"
2015.0,RS,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",t,"14459,690000","14459,690000000000000",,"14440,289999999983","47243957,009999998",",000000",",000000",",000000",",000000"
2015.0,RS,Não-Metálicos,Argilas,-,"2094481,790000",",000000000000000",,"815810,60999999999","8176610,9800000004","38114,210000","202668,940000","1203983,650000","4034586,010000"
2015.0,RS,Energéticos,Carvão Mineral,-,"5476283,700000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SC,Não-Metálicos,Minerais Industriais (Outros),t,"400,000000",",000037420000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SC,Metálicos,Alumínio (Bauxita),t,"9000,000000","4050,000000000000000",Al2O3,9000,180000,",000000",",000000",",000000",",000000"
2015.0,SC,Energéticos,Carvão Mineral,-,"7121818,440000",",000000000000000",,"10171,030000000001","1572993,6100000001",",000000",",000000",",000000",",000000"
2015.0,SC,Energéticos,Turfa,-,"70858,320000",",000000000000000",,"6874,5399999999991","444686,48999999999",",000000",",000000",",000000",",000000"
2015.0,SC,Não-Metálicos,Areia,-,"6157905,320000",",000000000000000",,"5923274,5999999922","95246195,039999992","39882,200000","411313,000000","106097,020000","1934980,140000"
2015.0,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"18096101,490000",",000000000000000",,"794087,38","7127688,3899999997","29418,640000","152703,720000","690568,870000","7923135,330000"
2015.0,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"145826,050000",",000000000000000",,"3179,6799999999998","31848,189999999999",",000000",",000000",",000000",",000000"
2015.0,SC,Não-Metálicos,Areias Industriais,-,"1205292,410000",",000000000000000",,"25518,720000000001","1072200,9199999999",",000000",",000000",",000000",",000000"
2015.0,SC,Não-Metálicos,Calcário,-,"2590056,180000",",000000000000000",,0,0,",000000",",000000","16937,280000","1635379,000000"
2015.0,SC,Não-Metálicos,Rochas Ornamentais - Outras,-,"46826,980000",",000000000000000",,"46124,5","2242663,2999999998",",000000",",000000",",000000",",000000"
2015.0,SC,Não-Metálicos,Rochas Ornamentais,-,"3222,450000",",000000000000000",,"3156,2400000000002","1686036,79","18,850000","1462,500000",",000000",",000000"
2015.0,SC,Não-Metálicos,Caulim,-,"311907,010000",",000000000000000",,"235838,95999999999","16419918,120000001",",000000",",000000","57625,450000","1091766,130000"
2015.0,SC,Não-Metálicos,Saibro,-,"2882209,950000",",000000000000000",,"1809677,3099999998","11454391,68","250183,860000","1258694,080000","327988,960000","1707894,030000"
2015.0,SC,Não-Metálicos,Argilas,-,"3844207,510000",",000000000000000",,"2987517,6400000015","29603426,440000005","64118,970000","308024,540000","588565,400000","6764521,050000"
2015.0,SE,Não-Metálicos,Talco e outras Cargas Minerais,-,"20860,000000",",000000000000000",,800,3200,",000000",",000000","15888,940000","395261,020000"
2015.0,SE,Não-Metálicos,Areias Industriais,-,"5848,450000",",000000000000000",,"5848,4499999999998","18798,580000000002",",000000",",000000",",000000",",000000"
2015.0,SE,Não-Metálicos,Calcário,-,"4307492,670000",",000000000000000",,"173140,56","584670,56000000006",",000000",",000000",",000000",",000000"
2015.0,SE,Não-Metálicos,Areia,-,"497708,040000",",000000000000000",,"490324,56000000006","2926357,2800000003",",000000",",000000","7380,480000","528165,000000"
2015.0,SE,Metálicos,Ferro,t,",000000",",000000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2015.0,SE,Não-Metálicos,Argilas,-,"1360882,310000",",000000000000000",,"759820,63","2180558,04","5000,000000","12700,000000","444449,060000","3970595,210000"
2015.0,SE,Não-Metálicos,Potássio,t,"2247180,960000","576401,000000000000000",K2O,0,0,",000000",",000000",",000000",",000000"
2015.0,SE,Não-Metálicos,Saibro,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SE,Não-Metálicos,Rochas Ornamentais - Outras,-,"34917,960000",",000000000000000",,"34917,959999999999","351827,44",",000000",",000000","34917,960000","351827,440000"
2015.0,SE,Não-Metálicos,Dolomito e Magnesita,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"955039,810000",",000000000000000",,"397275,14000000001","1597137,23",",000000",",000000","17500,000000","2300,000000"
2015.0,SP,Não-Metálicos,Fosfato,t,"5127839,750000","258713,740000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Areias Industriais,-,"4663109,950000",",000000000000000",,"9075,6000000000004","240000,26999999999",",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Calcário,t,"4885668,630000","3908534,900000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Rochas Ornamentais,-,"26692,230000",",000000000000000",,"26620,730000000003","4475670,1899999995",",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Argilas,-,"14677737,920000",",000000000000000",,"11664020,510000004","120425671,91999997","247056,470000","1848993,670000","2029146,290000","10138523,310000"
2015.0,SP,Não-Metálicos,Minerais Industriais (Outros),t,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Saibro,-,"243941,120000",",000000000000000",,"243694,00999999998","2778331,9900000002","1065,000000","1065,000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Caulim,-,"127686,790000",",000000000000000",,"14696,200000000001","214069,75",",000000",",000000","8056,000000","33880,000000"
2015.0,SP,Não-Metálicos,Rochas Ornamentais - Outras,-,"2757,670000",",000000000000000",,"2757,6700000000001",207996,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Areia,-,"31896031,430000",",000000000000000",,"19603602,740000002","365208855,51000011","1086,470000","12261,860000","85491,750000","663515,930000"
2015.0,SP,Energéticos,Turfa,-,"64398,540000",",000000000000000",,"28129,540000000001","3257773,25",",000000",",000000",",000000",",000000"
2015.0,SP,Metálicos,Estanho,kg,"1358,000000","27160,000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"1482,540000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Talco e outras Cargas Minerais,-,"810260,370000",",000000000000000",,"134111,42999999999","5337203,5499999998",",000000",",000000","1543,450000","17913,750000"
2015.0,SP,Metálicos,Zircônio,t,",000000",",000000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Dolomito e Magnesita,-,"243597,590000",",000000000000000",,39020,"1709018,4000000001",",000000",",000000",",000000",",000000"
2015.0,SP,Não-Metálicos,Calcário,-,"12810653,680000",",000000000000000",,"1605644,3799999999","28233595,740000002","400,000000","400,000000","3451646,520000","75291403,560000"
2015.0,SP,Metálicos,Alumínio (Bauxita),t,"826913,140000","345511,110000000000000",Al2O3,0,0,",000000",",000000","189714,970000","3715334,510000"
2015.0,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"72986801,890000",",000000000000000",,"896857,03000000003","9911888,9100000001",",000000",",000000","22200,000000","963342,890000"
2015.0,SP,Metálicos,Ferro,t,"4885668,630000","341996,800000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Calcário,-,"3832873,120000",",000000000000000",,"40373,209999999999","762745,29000000004","171,000000","6301,930000",",000000",",000000"
2015.0,TO,Não-Metálicos,Saibro,-,"10291,730000",",000000000000000",,"10291,73","155022,44000000003",",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"808639,570000",",000000000000000",,"17792,220000000001","733224,28000000003",",000000",",000000","2988,000000","21314,520000"
2015.0,TO,Não-Metálicos,Talco e outras Cargas Minerais,-,",000000",",000000000000000",,"119,59","28138,200000000001",",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Minerais Industriais (Outros),-,"75,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Gipsita,-,"65472,900000",",000000000000000",,"65472,900000000001","1121857,6000000001",",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Fosfato,t,"89992,610000","9434,470000000000000",P2O5,0,0,"766,000000","34171,000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Areia,-,"339783,660000",",000000000000000",,"252503,96000000002","4808660,6399999997","72,000000","102,000000","2550,000000","12750,000000"
2015.0,TO,Metálicos,Ouro,kg,"30979,600000","32,337000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Argilas,-,"196811,670000",",000000000000000",,6724,104222,"27653,820000","173267,650000","38049,030000","599267,700000"
2015.0,TO,Não-Metálicos,Dolomito e Magnesita,-,"77500,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2015.0,TO,Não-Metálicos,Areias Industriais,-,"82695,750000",",000000000000000",,"82690,800000000003",2784377,",000000",",000000",",000000",",000000"
2016.0,AC,Não-Metálicos,Areia,-,"121185,120000",",000000000000000",,"117180,12","2965898,4699999997",",000000",",000000",",000000",",000000"
2016.0,AC,Não-Metálicos,Argilas,-,"119550,000000",",000000000000000",,118656,"1483265,6100000001",",000000",",000000","550,000000","52415,000000"
2016.0,AC,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"24645,640000",",000000000000000",,"24645,639999999999","408647,64000000001",",000000",",000000",",000000",",000000"
2016.0,AL,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1211523,140000",",000000000000000",,"13456,559999999999","1477991,8999999999",",000000",",000000","38752,000000","54501,200000"
2016.0,AL,Não-Metálicos,Sal,-,"817852,000000",",000000000000000",,0,0,",000000",",000000","817852,000000","9946274,440000"
2016.0,AL,Não-Metálicos,Rochas Ornamentais,-,"528,430000",",000000000000000",,"528,42999999999995","53807,290000000001",",000000",",000000",",000000",",000000"
2016.0,AL,Não-Metálicos,Argilas,-,"293159,880000",",000000000000000",,"141120,47999999998","1913848,2300000002","925,000000","3894,250000","131916,000000","636278,610000"
2016.0,AL,Não-Metálicos,Areia,-,"213505,920000",",000000000000000",,"209409,94","3166678,7999999998",",000000",",000000","2361,600000","7896,600000"
2016.0,AL,Não-Metálicos,Talco e outras Cargas Minerais,-,"750,000000",",000000000000000",,0,0,",000000",",000000","233,630000","5373,490000"
2016.0,AL,Não-Metálicos,Saibro,-,"88330,000000",",000000000000000",,"88278,600000000006","129899,75",",000000",",000000",",000000",",000000"
2016.0,AL,Não-Metálicos,Rochas Ornamentais - Outras,-,"5211,900000",",000000000000000",,"5211,8999999999996","418299,66999999998",",000000",",000000",",000000",",000000"
2016.0,AL,Não-Metálicos,Calcário,-,"551336,510000",",000000000000000",,5641,169230,",000000",",000000",",000000",",000000"
2016.0,AM,Não-Metálicos,Areia,-,"19441,910000",",000000000000000",,"19441,91","260614,55000000002",",000000",",000000",",000000",",000000"
2016.0,AM,Metálicos,Estanho,kg,"6012674,000000","7100000,000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2016.0,AM,Não-Metálicos,Gipsita,-,"2813,020000",",000000000000000",,"2813,02","259782,39999999999",",000000",",000000",",000000",",000000"
2016.0,AM,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,AM,Metálicos,Nióbio,t,"6012674,000000","1000,000000000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,AM,Não-Metálicos,Saibro,-,"104892,700000",",000000000000000",,"104892,7","104900,96000000001",",000000",",000000",",000000",",000000"
2016.0,AM,Metálicos,Tântalo,t,"6012674,000000","120,000000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,AM,Não-Metálicos,Calcário,-,"19918,180000",",000000000000000",,"19918,18","468276,40000000002",",000000",",000000",",000000",",000000"
2016.0,AM,Metálicos,Ferro,t,"4641,500000","3249,050000000000000",Fe,"4641,5","135995,95000000001",",000000",",000000",",000000",",000000"
2016.0,AM,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"515155,980000",",000000000000000",,"2924,5300000000002","256238,35000000001",",000000",",000000",",000000",",000000"
2016.0,AM,Não-Metálicos,Argilas,-,"108730,940000",",000000000000000",,0,0,",000000",",000000","108730,940000","692711,890000"
2016.0,AP,Metálicos,Ferro,t,"2000,000000","900,000000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2016.0,AP,Metálicos,Cromo,t,"6990,000000","1583,000000000000000",Cr2O3,0,0,",000000",",000000",",000000",",000000"
2016.0,AP,Não-Metálicos,Argilas,-,"10382,000000",",000000000000000",,4000,40000,"6382,000000","309520,000000",",000000",",000000"
2016.0,AP,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"108338,950000",",000000000000000",,"33311,009999999995",1150745,",000000",",000000",",000000",",000000"
2016.0,AP,Não-Metálicos,Caulim,-,"360543,040000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,AP,Metálicos,Estanho,kg,",000000",",000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2016.0,AP,Não-Metálicos,Saibro,-,"8677,000000",",000000000000000",,8677,"38031,880000000005",",000000",",000000",",000000",",000000"
2016.0,AP,Não-Metálicos,Areia,-,"214615,880000",",000000000000000",,"214461,37999999998","2981568,7000000002",",000000",",000000",",000000",",000000"
2016.0,AP,Metálicos,Ouro,kg,"3066585,700000","4589,953490000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Areia,-,"1818359,110000",",000000000000000",,"1774704,6600000006","19487554,859999999","12126,600000","26948,000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Diatomita,-,"4793,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Rochas Ornamentais,-,"332827,870000",",000000000000000",,"221401,77999999997","155277545,27000001","33,660000","127503,510000","19754,810000","12122526,220000"
2016.0,BA,Metálicos,Manganês,t,"5786,040000","1881,250000000000000",Mn,"7186,7799999999988","1026326,48",",000000",",000000",",000000",",000000"
2016.0,BA,Metálicos,Ouro,kg,"3018889,790000","6281,058850000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Argilas,-,"1118363,930000",",000000000000000",,"204095,76999999999","4239177,9900000002","56656,910000","160265,790000","650296,110000","2745201,360000"
2016.0,BA,Não-Metálicos,Caulim,-,"6540,000000",",000000000000000",,6540,116085,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,"1180,900000",",000000000000000",,"1180,9000000000001","833917,69999999995",",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Sal,-,"592462,160000",",000000000000000",,0,0,",000000",",000000","592462,160000","38612600,730000"
2016.0,BA,Não-Metálicos,Fosfato,t,"478073,900000","109001,250000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Dolomito e Magnesita,-,"1643212,770000",",000000000000000",,63,"48541,519999999997",",000000",",000000",",000000",",000000"
2016.0,BA,Metálicos,Ferro,t,"70474,000000","36557,030000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Saibro,-,"37260,000000",",000000000000000",,5760,34272,"31500,000000","39375,000000",",000000",",000000"
2016.0,BA,Metálicos,Cobre,t,"807739,010000","5700,990000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Minerais Industriais (Outros),t,"8,000000",",000240000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Grafita,t,"261999,000000","22154,910000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Gemas e Diamantes,Diamante,ct,"765576,440000","116994,800000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Metálicos,Níquel,t,"966406,000000","4928,000000000000000",Ni,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Bário,t,"33812,000000","28536,200000000000000",BaSO4,"17541,099999999999","4683739,0099999998",",000000",",000000","8654,470000",",000000"
2016.0,BA,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"15188,580000",",000000000000000",,"14539,539999999999","1532976,1500000001",",000000",",000000",",000000",",000000"
2016.0,BA,Gemas e Diamantes,Gemas,kg,"19797,630000","9697,034000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Metálicos,Vanádio,t,"1044767,000000","16636,000000000000000",V,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",t,"1469,000000","1469,000000000000000",,"1352,5599999999999",2778824,",000000",",000000",",000000",",000000"
2016.0,BA,Metálicos,Cromo,t,"1172743,650000","192752,140000000000000",Cr2O3,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Rochas Ornamentais - Outras,-,"8752,490000",",000000000000000",,"6982,3000000000002","334945,60999999999",",000000",",000000","353,840000","413279,270000"
2016.0,BA,Não-Metálicos,Talco e outras Cargas Minerais,-,"200010,250000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"7498571,330000",",000000000000000",,"120188,45","873595,67999999993",",000000",",000000","524406,130000","1463714,440000"
2016.0,BA,Não-Metálicos,Calcário,-,"1691481,660000",",000000000000000",,"211389,11000000002","2155995,3100000001",",000000",",000000",",000000",",000000"
2016.0,BA,Não-Metálicos,Areias Industriais,-,"217681,610000",",000000000000000",,"38506,160000000003","3393473,3900000001",",000000",",000000","602,000000","176660,000000"
2016.0,CE,Não-Metálicos,Argilas,-,"2059339,390000",",000000000000000",,"147442,51000000001","1819802,6399999999","274387,680000","2046753,880000","1623166,930000","11233597,040000"
2016.0,CE,Metálicos,Ferro,t,"3406,000000","2101,840000000000000",Fe,3406,"618862,21999999997",",000000",",000000",",000000",",000000"
2016.0,CE,Não-Metálicos,Areias Industriais,-,"203670,640000",",000000000000000",,"8924,2000000000007","1043584,6900000001",",000000",",000000","15877,400000","67990,500000"
2016.0,CE,Não-Metálicos,Saibro,-,"339288,060000",",000000000000000",,11085,63500,"294107,060000","367628,000000","34096,000000","34096,000000"
2016.0,CE,Não-Metálicos,Talco e outras Cargas Minerais,-,"14238,000000",",000000000000000",,"14155,77","1170912,0900000001",",000000",",000000",",000000",",000000"
2016.0,CE,Não-Metálicos,Gipsita,-,"77466,660000",",000000000000000",,"77466,660000000003","3486369,8699999996",",000000",",000000",",000000",",000000"
2016.0,CE,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"310,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,CE,Não-Metálicos,Dolomito e Magnesita,-,"168227,500000",",000000000000000",,"163129,04999999999","5164070,5599999996",",000000",",000000",",000000",",000000"
2016.0,CE,Metálicos,Manganês,t,"2500,000000","850,000000000000000",Mn,2500,809600,",000000",",000000",",000000",",000000"
2016.0,CE,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"5170545,590000",",000000000000000",,0,0,",000000",",000000","121501,700000","279450,640000"
2016.0,CE,Não-Metálicos,Rochas Ornamentais,-,"81191,060000",",000000000000000",,"67246,510000000009","69867574,280000001",",000000",",000000","662,350000","327576,550000"
2016.0,CE,Não-Metálicos,Calcário,-,"4730950,550000",",000000000000000",,"609870,32000000007","5648187,6100000003","417159,150000","9978786,580000",",000000",",000000"
2016.0,CE,Não-Metálicos,Areia,-,"775608,990000",",000000000000000",,"750284,85999999987","10623986,73","9387,500000","46100,000000","1740,000000","11745,000000"
2016.0,CE,Não-Metálicos,Rochas Ornamentais - Outras,-,"46268,570000",",000000000000000",,"29030,200000000001","2232018,6899999999",",000000",",000000","17238,370000","2442332,260000"
2016.0,DF,Não-Metálicos,Calcário,-,"6662224,090000",",000000000000000",,0,0,",000000",",000000","1551950,170000","49219575,780000"
2016.0,DF,Não-Metálicos,Argilas,-,"255694,450000",",000000000000000",,0,0,",000000",",000000","151838,450000","2780464,170000"
2016.0,DF,Não-Metálicos,Areia,-,"277187,870000",",000000000000000",,"261097,48999999999","5276297,4400000004",",000000",",000000",",000000",",000000"
2016.0,DF,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"144855,340000",",000000000000000",,4000,"20304,560000000001",",000000",",000000",",000000",",000000"
2016.0,DF,Não-Metálicos,Areias Industriais,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,ES,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"5985921,420000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,ES,Não-Metálicos,Dolomito e Magnesita,-,"395315,970000",",000000000000000",,"395315,96999999997","3817521,9300000002",",000000",",000000",",000000",",000000"
2016.0,ES,Não-Metálicos,Rochas Ornamentais,-,"2567600,156000",",000000000000000",,"2341468,3247999996","489728444,52320027","13228,000000","2434284,760000","100965,509200","17314001,490000"
2016.0,ES,Não-Metálicos,Areia,-,"1208965,120000","15,000000000000000",,"1181882,3399999999","17112571,100000001",",000000",",000000","4873,210000","11645,480000"
2016.0,ES,Não-Metálicos,Calcário,-,"2568868,254000",",000000000000000",,"1896762,7852000003","29499840,046799999","1935,000000","101280,270000","595652,810800","12199317,180000"
2016.0,ES,Não-Metálicos,Saibro,-,"313222,030000",",000000000000000",,"277097,74000000005","547844,35000000009","80,000000","1300,000000","32786,700000","93075,330000"
2016.0,ES,Não-Metálicos,Argilas,-,"298983,710000",",000000000000000",,"148474,73000000001","2614394,8200000003","121903,060000","851113,410000","73373,350000","1805588,310000"
2016.0,ES,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"3629,550000",",000000000000000",,"3629,5500000000002","244821,01000000001",",000000",",000000",",000000",",000000"
2016.0,ES,Gemas e Diamantes,Gemas,kg,",140000","3,294990000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Amianto,t,"3151806,050000","211171,000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Argilas,-,"470760,870000",",000000000000000",,"174407,67000000001","478227,45000000001","30925,000000","565771,000000","240710,600000","2188921,780000"
2016.0,GO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"6802392,807200",",000000000000000",,"120682,83","812331,87","6779,500000","188356,010000",",000000",",000000"
2016.0,GO,Não-Metálicos,Talco e outras Cargas Minerais,-,"4706,000000",",000000000000000",,0,0,",000000",",000000","3906,000000","33724,340000"
2016.0,GO,Não-Metálicos,Bário,t,"5594133,750000","76640,170000000000000",BaSO4,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Cobalto,t,"7479,080000","10,920000000000000",Co,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Manganês,t,",000000",",000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Ferro,t,"24022,980000","13693,100000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Cobre,t,"17089013,050000","64080,630000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
