Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Produção,Unidade de Medida - Contido,Indicação Contido,Unidade de Medida - Venda,Unidade de Medida - Consumo/Utilização na Usina,Unidade de Medida - Transferência para Transformação / Utilização / Consumo,Quantidade Produção,Quantidade Contido,Quantidade Venda,Valor Venda (R$),Quantidade Consumo/Utilização na Usina,Valor Consumo / Utilização na Usina (R$),Quantidade Transferência para Transformação / Utilização / Consumo,Valor Transferência para Transformação / Utilização / Consumo (R$)
2019.0,RR,Não-Metálicos,Areia,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2019.0,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"176367,48000000001",",000000000000000","140457,48000000001","7500970,5200000005",0,0,35900,617839
2019.0,RS,Energéticos,Carvão Mineral,t,-,,t,t,t,"3482134,5300000003",",000000000000000","3484169,8599999999","408445903,85000002",0,0,0,0
2019.0,RS,Não-Metálicos,Areia,t,-,,t,t,t,"664,79999999999995",",000000000000000","6844,5799999999999",131601,0,0,0,0
2019.0,RS,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"5360,2700000000004",",000000000000000","5360,2700000000004","305959,34000000003",0,0,0,0
2019.0,RS,Não-Metálicos,Argilas,t,-,,t,t,t,"896,00999999999999",",000000000000000","896,00999999999999",7689,0,0,0,0
2019.0,RS,Não-Metálicos,Calcário,t,-,,t,t,t,"3361035,9300000002",",000000000000000","3174655,5699999998","193670991,61000001",0,0,"123575,00999999999","2786315,0499999998"
2019.0,RS,Não-Metálicos,Caulim,t,-,,t,t,t,100266,",000000000000000","95263,279999999999","8674892,2400000002",0,0,0,0
2019.0,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"17862516,470000006",",000000000000000","14726341,260000004","370315064,87000006","768565,57999999996","8018324,5600000005","2203719,2299999995","39930423,280000009"
2019.0,RS,Não-Metálicos,Rochas Ornamentais - Outras,t,-,,t,t,t,2100,",000000000000000",2100,"74742,360000000001",0,0,0,0
2019.0,RS,Não-Metálicos,Saibro,t,-,,t,t,t,73732,",000000000000000",0,0,0,0,0,0
2019.0,SC,Energéticos,Carvão Mineral,t,-,,t,t,t,"1986101,4000000001",",000000000000000","1975503,27","484593641,32000005",0,0,0,0
2019.0,SC,Não-Metálicos,Areia,t,-,,t,t,t,"526165,30000000005",",000000000000000","497794,5","13382604,34",0,0,0,0
2019.0,SC,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"1195651,4199999999",",000000000000000","1178230,8800000001","81888169,919999987",0,0,0,0
2019.0,SC,Não-Metálicos,Argilas,t,-,,t,t,t,"366469,67000000004",",000000000000000",0,0,0,0,"147709,97999999998","6382124,3599999994"
2019.0,SC,Não-Metálicos,Calcário,t,-,,t,t,t,"2354524,1900000004",",000000000000000","935077,64999999991","49036971,710000001",0,0,"1419168,0900000001","25390093,149999999"
2019.0,SC,Não-Metálicos,Caulim,t,-,,t,t,t,"29437,009999999998",",000000000000000","28258,419999999998","7460585,1100000003",0,0,0,0
2019.0,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"176371,45000000001",",000000000000000","178568,35000000001","30371018,559999999",0,0,0,0
2019.0,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"20403660,450000007",",000000000000000","18468778,229999997","467598677,69","1246404,3500000003","21565775,420000006","874934,22999999998","10974511,74"
2019.0,SC,Não-Metálicos,Rochas Ornamentais - Outras,t,-,,t,t,t,"6987,4299999999994",",000000000000000","6852,3099999999995","123571,05",0,0,0,0
2019.0,SC,Não-Metálicos,Saibro,t,-,,t,t,t,"278391,18999999994",",000000000000000","132445,38999999998","1687422,45","138487,29000000001","1338133,2",0,0
2019.0,SE,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"38797,470000000001",",000000000000000","34265,269999999997","5054989,0599999996",0,0,0,0
2019.0,SE,Não-Metálicos,Argilas,t,-,,t,t,t,"88646,600000000006",",000000000000000",0,0,0,0,"88646,600000000006","1498603,3400000001"
2019.0,SE,Não-Metálicos,Calcário,t,-,,t,t,t,"3459216,1400000001",",000000000000000","505731,10000000003","6138179,4500000002","230539,98000000001","3366381,6800000002","2769300,0600000001","24901564,100000001"
2019.0,SE,Não-Metálicos,Potássio,t,t,K2O,t,t,t,"426290,13","248910,810000000000000","362057,90000000002","494230817,73000002",0,0,0,0
2019.0,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"540186,26000000001",",000000000000000","548362,27000000002","17267578,740000002",0,0,0,0
2019.0,SP,Energéticos,Turfa,t,-,,t,t,t,5157,",000000000000000",138,5796,0,0,"8673,8199999999997","216845,5"
2019.0,SP,Metálicos,Ferro,t,t,Fe,t,t,t,"234820,17000000001","177007,440000000000000","95312,770000000004","1827548,8999999999",0,0,0,0
2019.0,SP,Não-Metálicos,Areia,t,-,,t,t,t,"11077725,770000003",",000000000000000","10812502,040000005","295555600,49000001",0,0,0,0
2019.0,SP,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"3938468,1899999999",",000000000000000","3433937,9300000002","216537919,27000001",0,0,"445712,65000000002","33186178,079999998"
2019.0,SP,Não-Metálicos,Argilas,t,-,,t,t,t,"1219866,5",",000000000000000","676916,03999999992","19695392,989999998",0,0,"524714,10999999999","7376588,9700000007"
2019.0,SP,Não-Metálicos,Calcário,t,-,,t,t,t,"7623811,0099999998",",000000000000000","2831876,2399999998","155870093,16",0,0,"4752536,8399999999","155291059,44999999"
2019.0,SP,Não-Metálicos,Caulim,t,-,,t,t,t,"96337,890000000014",",000000000000000","94240,960000000006","34519744,689999998",0,0,"2096,9299999999998",274979
2019.0,SP,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"2412083,52",",000000000000000","2121218,3399999999","125936169,47999999",0,0,"280294,97999999998","4985989,9299999997"
2019.0,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"1732,75",",000000000000000","1732,75","1077651,8999999999",0,0,0,0
2019.0,SP,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"2469910,4799999995","1125477,420000000000000","1050646,3799999999","25588030,339999996","451192,19","153086891,85999998",0,0
2019.0,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"60290141,459999986",",000000000000000","57338508,400000021","1568772067,4700003","118084,19999999998","1765468,9500000002","1373266,3899999999","26833889,300000001"
2019.0,SP,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"563988,16999999993",",000000000000000","563988,16999999993","44296795,800000004",0,0,0,0
2019.0,TO,Metálicos,Manganês,t,t,Mn,t,t,t,0,",000000000000000",0,0,0,0,0,0
2019.0,TO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"6,8000000000000005E-2",",068000000000000",0,0,0,0,0,0
2019.0,TO,Não-Metálicos,Areia,t,-,,t,t,t,42797,",000000000000000",34017,"875417,21999999997",0,0,0,0
2019.0,TO,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"73160,539999999994",",000000000000000","73160,539999999994","3129230,3399999999",0,0,0,0
2019.0,TO,Não-Metálicos,Argilas,t,-,,t,t,t,"74256,509999999995",",000000000000000","918086,40000000002","972980,93000000005",0,0,0,0
2019.0,TO,Não-Metálicos,Calcário,t,-,,t,t,t,"4474093,9379999992",",000000000000000","3880002,0180000006","177583996,78999999",0,0,"553739,51000000001","11019877,710000001"
2019.0,TO,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"365114,62",",000000000000000","365114,62","19724639,030000001",0,0,0,0
2019.0,TO,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"319852,85000000003","53486,210000000000000","304364,52000000002","164325325,76000002",0,0,0,0
2019.0,TO,Não-Metálicos,Gipsita,t,-,,t,t,t,"72333,820000000007",",000000000000000","72333,820000000007","1157341,1200000001",0,0,0,0
2019.0,TO,Não-Metálicos,Minerais Industriais (Outros),t,-,,t,t,t,84,",000000000000000",84,7543320,0,0,0,0
2019.0,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"692302,94200000004",",000000000000000","674308,16199999989","26307167,049999997","3374,3499999999999","113565,61",0,0
2020.0,AL,Não-Metálicos,Calcário,t,-,,t,t,t,"762422,69000000006",",000000000000000","199109,73999999999","20189149,780000001",0,0,"563621,23999999999","8937702,6799999997"
2020.0,AL,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"2510180,3799999999",",000000000000000","2381071,25","69202449,550000012",0,0,0,0
2020.0,AL,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,4750,",000000000000000","4667,8699999999999","875548,18000000005",0,0,0,0
2020.0,AM,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,13130700,"6296397,300000000000000",0,0,0,0,13212490,"350579078,89999998"
2020.0,AM,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,9637,"3372,950000000000000",0,0,0,0,"9310,4300000000003","63929024,909999996"
2020.0,AM,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"108,33958","108,339580000000000","108,33958","29957082,48",0,0,0,0
2020.0,AM,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"942778,19999999995",",000000000000000","911929,56000000006","48858677,350000009",0,0,0,0
2020.0,AP,Metálicos,Cromo,t,t,Cr2O3,t,t,t,13147,"5204,000000000000000",0,0,0,0,0,0
2020.0,AP,Metálicos,Ferro,t,t,Fe,t,t,t,0,",000000000000000","143885,40000000002","28062937,440000001",0,0,0,0
2020.0,AP,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"4088,4475699999998","4088,447470000000000","4094,5813199999998","1148575582,5900002",0,0,0,0
2020.0,AP,Não-Metálicos,Caulim,t,-,,t,t,t,161601,",000000000000000","152806,01000000001","197838300,08000001",0,0,0,0
2020.0,AP,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"291822,39000000001",",000000000000000","294754,23000000004","19127058,16",0,0,0,0
2020.0,BA,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,"115392,35000000001","115392,350000000000000","117376,2","96825671,719999999",0,0,0,0
2020.0,BA,Metálicos,Cobre,t,t,Cu,t,t,t,"127007,08","42813,550000000000000","114305,3","1268565306,3800001",0,0,0,0
2020.0,BA,Metálicos,Cromo,t,t,Cr2O3,t,t,t,"570850,09999999998","221557,600000000000000","139217,60999999999","102551090,23",20018,"8856588,9800000004","318150,71999999997","172951076,81000003"
2020.0,BA,Metálicos,Ferro,t,t,Fe,t,t,t,"276825,23999999999","165448,680000000000000","223614,32999999999","53756320,660000004",0,0,0,0
2020.0,BA,Metálicos,Manganês,t,t,Mn,t,t,t,0,",000000000000000",0,0,0,0,0,0
2020.0,BA,Metálicos,Níquel,t,t,Ni,t,t,t,"65558,380000000005","9178,170000000000000","67756,100000000006","571184192,33000004",0,0,0,0
2020.0,BA,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"7559,3245900000002","7559,324590000000000","7499,9382599999999","2147902505,7600002",0,0,0,0
2020.0,BA,Metálicos,Vanádio,t,t,V,t,t,t,"412661,17999999999","13571,970000000000000",0,0,0,0,"413914,59999999998","150882126,75999999"
2020.0,BA,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"215636,75",",000000000000000","50798,519999999997","6143655,8300000001",0,0,"189868,85000000001","22646102,969999999"
2020.0,BA,Não-Metálicos,Argilas,t,-,,t,t,t,"90914,790000000008",",000000000000000","49265,699999999997","7594753,5500000007","36074,520000000004","1221567,5600000001",12720,"73820,119999999995"
2020.0,BA,Não-Metálicos,Bário,t,t,BaSO4,t,t,t,215,"21,500000000000000",215,"25910,400000000001",0,0,0,0
2020.0,BA,Não-Metálicos,Calcário,t,-,,t,t,t,"1701985,1900000002",",000000000000000","448643,12","35249927,5",0,0,"1268913,0600000001","22069397,719999999"
2020.0,BA,Não-Metálicos,Diatomita,t,-,,t,t,t,"2698,7800000000002",",000000000000000","2721,3099999999999","9612752,9000000004",0,0,0,0
2020.0,BA,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"2418052,1399999997",",000000000000000","1055271,27","770543352,04000008",0,0,"114242,33","64425745,269999996"
2020.0,BA,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"64098,199999999997","19549,950000000000000","64098,199999999997","15646119,98",0,0,0,0
2020.0,BA,Não-Metálicos,Gipsita,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2020.0,BA,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"8221933,4100000001",",000000000000000","9039650,8300000001","285246930,09000003",3045,"104367,8","97676,990000000005","4566399,2999999998"
2020.0,BA,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"12533,16",",000000000000000","12038,83","9118866,0500000007",0,0,"188,93000000000001","153914,51000000001"
2020.0,BA,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"110254,53",",000000000000000","69450,139999999999","136669824,09",0,0,0,0
2020.0,CE,Metálicos,Manganês,t,t,Mn,t,t,t,"388666,91000000003","103340,070000000000000","303410,72999999998","54321533,420000002",0,0,0,0
2020.0,CE,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"12978,209999999999",",000000000000000","12978,209999999999",1297821,0,0,0,0
2020.0,CE,Não-Metálicos,Calcário,t,-,,t,t,t,"3091308,1800000002",",000000000000000","1215682,9699999997","93839549,389999986","64485,279999999999","5324881,4000000004","1780395,6600000001","33373947,310000002"
2020.0,CE,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,0,",000000000000000",0,0,0,0,0,0
2020.0,CE,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"3800470,8199999998",",000000000000000","4066687,2200000002","158165740,17999998",7203,"176749,23000000001","11715,98","405276,09000000003"
2020.0,CE,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"9301,9300000000003",",000000000000000","4664,6599999999999","16184373,560000001",0,0,0,0
2020.0,DF,Não-Metálicos,Areia,t,-,,t,t,t,"243509,88",",000000000000000","260773,04999999999","7391406,0999999996",0,0,0,0
2020.0,DF,Não-Metálicos,Argilas,t,-,,t,t,t,"112568,41",",000000000000000",0,0,0,0,"112568,41","1804977,46"
2020.0,DF,Não-Metálicos,Calcário,t,-,,t,t,t,"4756182,0800000001",",000000000000000","377019,66000000003","18872006,940000001",0,0,"4379162,4199999999","51716073,200000003"
2020.0,DF,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"2261900,2999999998",",000000000000000","1271583,4100000001","32090237,129999999","529140,79000000004","4460321,8099999996","461176,13","11892576,75"
2020.0,ES,Metálicos,Ferro,t,t,Fe,t,t,t,"93236,850000000006","62325,580000000000000","210947,57000000001","55365378,659999996",0,0,0,0
2020.0,ES,Não-Metálicos,Argilas,t,-,,t,t,t,"12826,02",",000000000000000","12708,92","1427166,1499999999",0,0,0,0
2020.0,ES,Não-Metálicos,Calcário,t,-,,t,t,t,"131743,06",",000000000000000","131743,06","8898721,1799999997",0,0,0,0
2020.0,ES,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"5527695,4400000004",",000000000000000","4800772,9700000007","139734143,06999999",0,0,0,0
2020.0,ES,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,"81293,760000000009",",000000000000000","69414,479999999996","212326835,19999999","6571,3400000000001","7682495,5600000005",0,0
2020.0,GO,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,0,",000000000000000",0,0,0,0,0,0
2020.0,GO,Gemas e Diamantes,Gemas,kg,kg,,kg,kg,kg,"3,0000000000000001E-3",",003000000000000","3,0000000000000001E-3",1000,0,0,0,0
2020.0,GO,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"1361851,75","721810,690000000000000","665646,43999999994","51058979,559999995",0,0,"506770,25","18594909,800000001"
2020.0,GO,Metálicos,Cobre,t,t,Cu,t,t,t,209889,"50572,820000000000000","213197,35000000001","2142993231,0799999",0,0,0,0
2020.0,GO,Metálicos,Manganês,t,t,Mn,t,t,t,"58048,43","15526,050000000000000","59423,550000000003","26850251,420000002",0,0,0,0
2020.0,GO,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,"27313,880000000001","13948,811000000000000",0,0,0,0,"27313,880000000001","445484151,36000001"
2020.0,GO,Metálicos,Níquel,t,t,Ni,t,t,t,"168663,46999999997","43483,760000000000000","173552,84999999998","2943990417,8600001",0,0,0,0
2020.0,GO,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"4731,275169999999","4731,275170000000000","4704,2752799999998","1023499244,9299999",0,0,0,0
2020.0,GO,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"152,0592","152,059200000000000","146,87688","639093,56999999995",0,0,0,0
2020.0,GO,Metálicos,Titânio,t,t,TiO2,t,t,t,0,",000000000000000","507,27999999999997","78105,490000000005",0,0,0,0
2020.0,GO,Não-Metálicos,Amianto,t,t,,t,t,t,"77057,160000000003","7540,000000000000000","75490,389999999999","54308016,199999988",0,0,0,0
2020.0,GO,Não-Metálicos,Areia,t,-,,t,t,t,"659498,82999999996",",000000000000000","661880,55000000005","21023387,350000001",0,0,0,0
2020.0,GO,Não-Metálicos,Areias Industriais,t,-,,t,t,t,141000,",000000000000000","139215,48999999999","5671729,3899999997",0,0,0,0
2020.0,GO,Não-Metálicos,Argilas,t,-,,t,t,t,"49142,229999999996",",000000000000000","2613,8899999999999",47050,11400,91200,"34190,339999999997","803770,05000000005"
2020.0,GO,Não-Metálicos,Bário,t,t,BaSO4,t,t,t,"1633,6500000000001","13,880000000000000","1195,21","189800,23000000001",0,0,0,0
2020.0,GO,Não-Metálicos,Calcário,t,-,,t,t,t,"11700322,548299996",",000000000000000","8991026,6520999987","524191446,17400014",0,0,"2824636,8599999999","42755559,340000004"
2020.0,GO,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"58561,489999999998",",000000000000000",0,0,0,0,"58561,489999999998","1662179,78"
2020.0,GO,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"2511073,8300000001","879560,830000000000000","10561,1","3943117,7400000002","163667,84","39754455,969999999","2175466,6500000004","528102280,21000004"
2020.0,GO,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"8087302,3617000002",",000000000000000","7871028,3378999988","267073682,12600008",0,0,"187650,73999999999","6306436,2199999997"
2020.0,GO,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,5000,",000000000000000",5000,55000,0,0,0,0
2020.0,GO,Não-Metálicos,Vermiculita e Perlita,t,t,,t,t,t,53727,"53727,000000000000000",50365,"58763410,18",0,0,0,0
2020.0,MA,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"4631,1174000000001","4306,941600000000000","4605,4036999999998","1167189102,72",0,0,0,0
2020.0,MA,Não-Metálicos,Areias Industriais,t,-,,t,t,t,478,",000000000000000",478,"10353,48",0,0,0,0
2020.0,MA,Não-Metálicos,Argilas,t,-,,t,t,t,"61017,089999999997",",000000000000000",0,0,"33267,089999999997","602485,63",27750,74925
2020.0,MA,Não-Metálicos,Calcário,t,-,,t,t,t,"88228,199999999997",",000000000000000","76375,399999999994","57600269,280000001",0,0,0,0
2020.0,MA,Não-Metálicos,Gipsita,t,-,,t,t,t,"867936,78000000003",",000000000000000","867936,78000000003","38527558,25",0,0,0,0
2020.0,MA,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"2476222,6600000001",",000000000000000","2599559,75","96140742,360000014",0,0,0,0
2020.0,MG,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,"3332,0100000000011","1596,790000000000000","1928,8200000000002","25662133,210000001",0,0,0,0
2020.0,MG,Gemas e Diamantes,Gemas,kg,kg,,kg,kg,kg,"220,74871000000002","220,314720000000000","68,31523","15763475,709999999",0,0,0,0
2020.0,MG,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"863395,08000000007","416291,520000000000000","6112,4899999999998","1099680,8",0,0,"840957,97999999998","74416485,879999995"
2020.0,MG,Metálicos,Chumbo,t,t,Pb,t,t,t,"13112,68","5193,860000000000000","12900,09","89326365,370000005",0,0,0,0
2020.0,MG,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,"137582,67999999999","22832,000000000000000","22556,91","1874273,9199999999",0,0,0,0
2020.0,MG,Metálicos,Ferro,t,t,Fe,t,t,t,"191759137,28999999","118042359,680000000000000","169078719,19000006","63167125847,009956",0,0,"21362016,109999999","3297454484,6399994"
2020.0,MG,Metálicos,Lítio,t,t,Li2O,t,t,t,"74100,630000000005","4064,750000000000000","57279,409999999996","97143177,719999999",0,0,"10351,41","14018303,24"
2020.0,MG,Metálicos,Manganês,t,t,Mn,t,t,t,"220753,27000000002","53128,440000000000000","108081,53","13039973,810000001",0,0,"83411,860000000001","23485446,440000001"
2020.0,MG,Metálicos,Nióbio,t,t,Nb2O5,t,t,t,126735,"68053,753390000000000",0,0,0,0,"131239,45000000001","276894960,43000001"
2020.0,MG,Metálicos,Níquel,t,t,Ni,t,t,t,566,"8,490000000000000",0,0,566,"20545,799999999999",0,0
2020.0,MG,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"34125,848050000001","34125,800530000000000","34135,141219999998","9682688481,8100014",0,0,0,0
2020.0,MG,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"5750,4484499999999","5750,448450000000000","5534,1184499999999","18420380,800000001",0,0,0,0
2020.0,MG,Metálicos,Tântalo,t,t,Ta2O5,t,t,t,"377,56","102,975000000000000","246,03999999999999","55751521,939999998",0,0,0,0
2020.0,MG,Metálicos,Zinco,t,t,Zn,t,t,t,"433948,04000000004","173008,510000000000000",0,0,0,0,"439393,81","563985520,23000002"
2020.0,MG,Não-Metálicos,Areia,t,-,,t,t,t,"982032,78000000014",",000000000000000","984525,57000000007","25453888,280000001","2561,5999999999999",19820,"5675,7399999999998","262977,29999999999"
2020.0,MG,Não-Metálicos,Areias Industriais,t,-,,t,t,t,"754625,10999999987",",000000000000000","247812,92000000001","21693033,079999998",0,0,"385323,40999999997","18720728,280000001"
2020.0,MG,Não-Metálicos,Argilas,t,-,,t,t,t,"1273561,4199999999",",000000000000000","432164,47999999998","38060535,950000003","275344,03999999998","9937238,120000001","616695,15000000002","19314422,5"
2020.0,MG,Não-Metálicos,Calcário,t,-,,t,t,t,"38184810,941999994",",000000000000000","15372334,922","650340978,25699985","7480196,2300000004","51113598,299999997","16045278,800000001","254329750,43999997"
2020.0,MG,Não-Metálicos,Cianita e outros minerais refratários,t,-,,t,t,t,"68,159999999999997",",000000000000000","130,43000000000001","217932,35000000001",0,0,0,0
2020.0,MG,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"3485745,5300000003",",000000000000000","2258479,0699999998","93706349,060000002","152874,17999999999","2355059,1499999999","516985,03000000003","17943088,890000001"
2020.0,MG,Não-Metálicos,Enxofre,t,t,S,t,t,t,"188085,60000000001","188085,600000000000000","192906,26000000001","84871771,599999994","1391,6800000000001","318385,84000000003","4251,3500000000004","972614,91000000003"
2020.0,MG,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",t,-,,t,t,t,"119380,82000000001",",000000000000000","152953,48000000001","25007029,07",0,0,0,0
2020.0,MG,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,"3120749,5999999996","1078581,620000000000000","48431,57","10000148,15","372669,25","188638944,81","2592727,8700000001","951566553,72000003"
2020.0,MG,Não-Metálicos,Grafita,t,t,,t,t,t,"67020,240000000005","67020,240000000000000","62653,679999999993","310546631,28999996",0,0,0,0
2020.0,MG,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"20157131,623000007",",000000000000000","19238569,318000004","742563149,69800019","5226,3000000000002","191026,22","376010,21000000002","8565323,8100000005"
2020.0,MG,Não-Metálicos,Rochas Ornamentais,t,-,,t,t,t,175,",000000000000000",0,0,0,0,0,0
2020.0,MG,Não-Metálicos,Rochas Ornamentais - Outras,t,-,,t,t,t,"1732,8099999999999",",000000000000000","1732,8099999999999","5861171,9100000001",0,0,0,0
2020.0,MG,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"312476,21500000003",",000000000000000","248745,84","72617615,225000009",0,0,0,0
2020.0,MS,Metálicos,Ferro,t,t,Fe,t,t,t,"4076322,5100000002","2619152,220000000000000","3922458,5","944006937,7700001",0,0,0,0
2020.0,MS,Metálicos,Manganês,t,t,Mn,t,t,t,"423067,83000000002","174423,430000000000000","367676,26000000001","203421760,47",0,0,0,0
2020.0,MS,Não-Metálicos,Areia,t,-,,t,t,t,"263938,81",",000000000000000","260533,20999999996","4733712,6299999999",0,0,0,0
2020.0,MS,Não-Metálicos,Argilas,t,-,,t,t,t,"216672,75",",000000000000000","107326,79000000001","3128544,4500000002","113577,35999999999","1957613,0800000001","890,55999999999995","427,47000000000003"
2020.0,MS,Não-Metálicos,Calcário,t,-,,t,t,t,"6260886,0600000005",",000000000000000","5116182,9899999993","272526281,78000003",0,0,"1173810,55","16595591,5"
2020.0,MS,Não-Metálicos,Fosfato,t,t,P2O5,t,t,t,83511,"12526,650000000000000",83511,"19853026,629999999",0,0,0,0
2020.0,MS,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"4960511,1800000006",",000000000000000","3783406,9100000001","134540017,65000001","194486,72999999998","4236355,7999999998","24002,18","439854,25"
2020.0,MS,Não-Metálicos,Talco e outras Cargas Minerais,t,-,,t,t,t,"188546,82999999999",",000000000000000",0,0,0,0,"188546,82999999999","1593751,5"
2020.0,MT,Gemas e Diamantes,Diamante,ct,ct,,ct,ct,ct,"6418,1099999999997","6418,110000000000000","11646,470000000001","4150058,8799999999",0,0,0,0
2020.0,MT,Metálicos,Estanho,kg,kg,Sn,kg,kg,kg,332146,"332146,000000000000000",332146,"28953188,100000001",0,0,0,0
2020.0,MT,Metálicos,Manganês,t,t,Mn,t,t,t,0,",000000000000000",0,0,0,0,0,0
2020.0,MT,Metálicos,Ouro,kg,kg,Au,kg,kg,kg,"14008,780940000002","13956,713760000000000","12977,204760000002","3682408144,5400004","55,754519999999999","13631792,33","55,754519999999999","13631792,33"
2020.0,MT,Metálicos,Prata,kg,kg,Ag,kg,kg,kg,"4,3509099999999998","4,350910000000000","4,3509099999999998","526705,53000000003",0,0,0,0
2020.0,MT,Não-Metálicos,Areia,t,-,,t,t,t,"104397,60999999999",",000000000000000","92004,26999999999","2220882,4899999998",6928,12148,780,6000
2020.0,MT,Não-Metálicos,Areias Industriais,t,-,,t,t,t,2750,",000000000000000",2750,2200,2750,2200,2750,2200
2020.0,MT,Não-Metálicos,Argilas,t,-,,t,t,t,"231467,34000000005",",000000000000000","177868,42000000001","43410966,390000001","10003,509999999998","1380625,3799999999","71229,48000000001","3623496,98"
2020.0,MT,Não-Metálicos,Calcário,t,-,,t,t,t,"13918070,876696",",000000000000000","12207210,486696001","706476135,63901198",0,0,"1862246,9500000002","29404916,219999999"
2020.0,MT,Não-Metálicos,Dolomito e Magnesita,t,-,,t,t,t,"1887136,3099999998",",000000000000000","1887203,74","95894663,730000004",0,0,0,0
2020.0,MT,Não-Metálicos,Rochas (Britadas) e Cascalho,t,-,,t,t,t,"4522352,0733039994",",000000000000000","4337359,8533039987","160497543,31098798",0,0,0,0
2020.0,PA,Metálicos,Alumínio (Bauxita),t,t,Al2O3,t,t,t,"28735428,120000001","13869463,810000000000000","28654447,399999999","4557493943,0199995",0,0,0,0
2020.0,PA,Metálicos,Cobre,t,t,Cu,t,t,t,"937952,64000000001","259871,680000000000000","886507,5","10439225204,68",0,0,0,0
